id,neg,neu,pos,compound,polarity,subjectivity,flair_sentiment,Happy,Angry,Surprise,Sad,Fear
919,0.008,0.849,0.143,0.9908,0.6497222222222222,0.5088888888888888,0.9993932545185089,0.18,0.0,0.45,0.18,0.18
370,0.054,0.75,0.196,0.9983,0.6043407869012708,0.5409937508727831,0.034019291400909424,0.08,0.11,0.36,0.27,0.19
894,0.045,0.878,0.077,0.9593,0.5660320739866195,0.4538961038961039,0.963880330324173,0.07,0.09,0.38,0.29,0.18
750,0.214,0.639,0.148,-0.9889,0.5597696421225833,0.4813451254627727,0.22608086466789246,0.05,0.26,0.33,0.18,0.18
37,0.173,0.787,0.04,-0.9936,0.5122222222222222,0.29888888888888887,0.06362208724021912,0.03,0.04,0.38,0.07,0.48
221,0.024,0.865,0.111,0.9757,0.65,0.76,0.9999096095561981,0.06,0.31,0.52,0.09,0.02
606,0.004,0.715,0.282,0.9995,0.6559701492537313,0.5437810945273635,0.9821586012840271,0.34,0.01,0.09,0.46,0.11
310,0.09,0.789,0.12,0.8755,0.620239898989899,0.5710569985569987,0.00042045116424560547,0.17,0.0,0.52,0.13,0.17
693,0.137,0.808,0.055,-0.9904,0.5518813131313132,0.4033333333333333,0.20840111374855042,0.02,0.11,0.24,0.3,0.33
428,0.061,0.856,0.083,0.9179,0.48935508935508937,0.29071484071484077,0.014730244874954224,0.03,0.04,0.45,0.25,0.22
607,0.034,0.78,0.187,0.9949,0.5983582949308756,0.4459549411162315,0.23581856489181519,0.29,0.02,0.04,0.27,0.38
379,0.0,0.844,0.156,0.9963,0.5861111111111111,0.44444444444444436,0.9991540908813477,0.25,0.0,0.25,0.5,0.0
510,0.088,0.821,0.091,-0.0063,0.5569026733500417,0.28456558061821224,0.8002297282218933,0.22,0.02,0.37,0.17,0.22
719,0.1,0.686,0.214,0.996,0.5200974025974027,0.5383766233766236,0.9980419278144836,0.24,0.04,0.1,0.2,0.42
575,0.0,1.0,0.0,0.0,0.5,0.0,0.9998789727687836,0,0,0,0,0
229,0.098,0.763,0.139,0.9584,0.593512506012506,0.4901394901394902,0.06165808439254761,0.1,0.1,0.27,0.17,0.37
70,0.086,0.755,0.159,0.9812,0.6079861111111111,0.4435185185185185,0.8443476557731628,0.07,0.24,0.42,0.2,0.07
786,0.082,0.778,0.14,0.9149,0.4901315789473684,0.5219298245614035,0.1600256860256195,0.05,0.08,0.15,0.59,0.13
446,0.031,0.817,0.152,0.9924,0.6090013434841021,0.45008210180623953,0.9884429574012756,0.13,0.09,0.23,0.39,0.17
743,0.166,0.574,0.261,0.9947,0.6499249249249249,0.5028528528528529,0.21856817603111267,0.31,0.0,0.08,0.57,0.04
535,0.114,0.764,0.122,0.6939,0.5634931908369408,0.5294642857142858,0.9996615648269653,0.16,0.0,0.13,0.16,0.55
449,0.073,0.83,0.097,0.4891,0.5412453482190325,0.5402565124933545,0.00045496225357055664,0.0,0.1,0.17,0.24,0.49
410,0.022,0.887,0.091,0.9876,0.5228632478632479,0.4424145299145298,0.992557168006897,0.15,0.04,0.11,0.3,0.39
264,0.122,0.738,0.14,0.9522,0.551049285963079,0.49996952281435036,0.978065013885498,0.04,0.06,0.27,0.33,0.29
413,0.123,0.796,0.081,-0.9227,0.576010101010101,0.6131313131313131,0.8981163501739502,0.13,0.26,0.11,0.19,0.32
984,0.054,0.729,0.217,0.9969,0.5648148148148148,0.774074074074074,0.9903483092784882,0.0,0.0,0.26,0.16,0.58
435,0.102,0.763,0.135,0.9694,0.5128538676236045,0.45142543859649137,0.002330482006072998,0.03,0.07,0.28,0.4,0.22
935,0.078,0.745,0.177,0.9916,0.5419400352733686,0.5732627865961198,0.00027814507484436035,0.07,0.07,0.15,0.38,0.32
12,0.144,0.798,0.059,-0.9909,0.47874444634313057,0.579662223741171,8.949637413024902e-05,0.13,0.17,0.17,0.29,0.23
408,0.189,0.503,0.309,0.9876,0.6159937888198758,0.7133540372670809,0.9736382067203522,0.08,0.08,0.22,0.27,0.35
974,0.074,0.764,0.162,0.994,0.5812169312169312,0.4652116402116402,0.8606086373329163,0.15,0.06,0.28,0.19,0.32
465,0.0,0.753,0.247,0.9923,0.4434837092731829,0.2931077694235588,0.9687633216381073,0.1,0.0,0.3,0.1,0.5
666,0.045,0.888,0.067,0.5943,0.6818181818181819,0.3272727272727273,0.0966556966304779,0.35,0.0,0.29,0.12,0.24
526,0.076,0.879,0.045,-0.9696,0.4561162314388121,0.422022529441884,0.0003979504108428955,0.12,0.07,0.24,0.29,0.29
951,0.091,0.813,0.096,0.5308,0.4836111111111111,0.5084444444444446,0.000870436429977417,0.11,0.11,0.36,0.24,0.18
393,0.056,0.799,0.145,0.9849,0.5975378787878788,0.5472222222222223,0.9996916055679321,0.13,0.06,0.17,0.21,0.43
508,0.034,0.818,0.148,0.9876,0.5841198979591837,0.37270408163265295,0.007915318012237549,0.19,0.12,0.12,0.4,0.17
52,0.114,0.801,0.085,-0.9393,0.5063624526515151,0.5071732954545455,0.0001036226749420166,0.04,0.31,0.13,0.34,0.17
355,0.08,0.87,0.05,-0.8629,0.4204297693920335,0.3673165618448637,0.000643610954284668,0.05,0.39,0.25,0.11,0.21
209,0.085,0.764,0.151,0.9692,0.5626984126984127,0.38774250440917113,0.07167553901672363,0.19,0.16,0.19,0.24,0.21
505,0.112,0.797,0.091,-0.9108,0.4560846560846561,0.38624338624338617,0.9462779462337494,0.03,0.01,0.06,0.65,0.25
689,0.064,0.769,0.167,0.9964,0.5631222943722943,0.45371572871572885,0.8863132297992706,0.08,0.13,0.17,0.31,0.3
927,0.041,0.652,0.307,0.9994,0.6008245149911816,0.5810097001763672,0.9975584149360657,0.29,0.07,0.23,0.3,0.12
401,0.103,0.607,0.291,0.9993,0.6474867724867724,0.5873677248677251,0.0024388134479522705,0.3,0.03,0.17,0.37,0.12
464,0.07,0.795,0.135,0.836,0.6202479338842974,0.5954545454545456,0.9835787713527679,0.15,0.15,0.15,0.31,0.23
294,0.063,0.883,0.055,-0.2263,0.5255319148936171,0.19397163120567373,0.990693062543869,0.0,0.45,0.08,0.29,0.18
456,0.087,0.737,0.177,0.9833,0.5576247165532879,0.4243764172335601,0.9865417182445526,0.16,0.16,0.03,0.39,0.26
107,0.122,0.792,0.085,-0.9794,0.5196056547619048,0.41915922619047624,0.00016748905181884766,0.03,0.05,0.31,0.34,0.27
551,0.076,0.848,0.076,-0.8345,0.5813161375661375,0.489484126984127,0.02579846978187561,0.02,0.09,0.17,0.5,0.22
420,0.114,0.846,0.04,-0.9949,0.46363644039175955,0.5978706518068221,0.017347365617752075,0.0,0.09,0.31,0.33,0.26
671,0.095,0.832,0.072,-0.9388,0.600270061728395,0.6330246913580246,0.05643591284751892,0.01,0.28,0.22,0.26,0.22
51,0.257,0.661,0.082,-0.9819,0.5865,0.4494999999999999,0.9991821944713593,0.15,0.0,0.08,0.62,0.15
512,0.039,0.733,0.228,0.9973,0.6089285714285715,0.4932539682539683,0.9992924928665161,0.19,0.15,0.23,0.21,0.21
835,0.117,0.658,0.225,0.9845,0.6096395502645503,0.4213955026455027,0.031910985708236694,0.04,0.02,0.45,0.33,0.16
570,0.096,0.702,0.202,0.9923,0.6189043209876544,0.5847222222222221,0.14153477549552917,0.16,0.12,0.09,0.43,0.21
520,0.113,0.752,0.134,0.536,0.5574058103354979,0.45153713474025975,0.9978517591953278,0.09,0.16,0.16,0.28,0.31
361,0.091,0.677,0.231,0.999,0.6096527777777778,0.6537777777777778,0.9348894655704498,0.3,0.08,0.2,0.26,0.16
515,0.054,0.763,0.183,0.9922,0.45641166960611407,0.45726043503821284,0.9825038909912109,0.07,0.05,0.23,0.62,0.03
491,0.018,0.939,0.042,0.4301,0.436038961038961,0.31980519480519476,0.9922391772270203,0.0,0.0,0.3,0.5,0.2
767,0.067,0.831,0.102,0.9749,0.5092509920634921,0.477703373015873,0.933038592338562,0.03,0.09,0.41,0.26,0.21
100,0.117,0.771,0.112,-0.9438,0.5306890331890332,0.5580303030303029,0.056958675384521484,0.06,0.06,0.39,0.25,0.24
90,0.0,1.0,0.0,0.0,0.5,0.0,0.007672131061553955,0,0,0,0,0
948,0.181,0.737,0.082,-0.9958,0.4692483660130719,0.6203267973856209,0.9897969961166382,0.06,0.01,0.48,0.27,0.19
232,0.024,0.782,0.194,0.998,0.49309941520467837,0.5236695906432749,0.8142854571342468,0.03,0.01,0.41,0.28,0.26
727,0.168,0.688,0.144,-0.9825,0.5153195488721805,0.40071532999164583,0.001444697380065918,0.06,0.18,0.26,0.21,0.3
707,0.027,0.765,0.208,0.9983,0.6442676767676767,0.5069696969696968,0.001178354024887085,0.1,0.06,0.43,0.14,0.27
637,0.025,0.867,0.108,0.9533,0.4877142857142857,0.654095238095238,0.9978615045547485,0.0,0.02,0.2,0.51,0.27
145,0.158,0.641,0.201,0.7841,0.6325757575757576,0.6314393939393941,0.9913922250270844,0.11,0.01,0.08,0.64,0.16
685,0.008,0.791,0.2,0.9947,0.5154003267973856,0.41503267973856206,0.07199576497077942,0.07,0.0,0.47,0.28,0.17
443,0.016,0.845,0.139,0.9939,0.5331896551724138,0.2859195402298851,0.9947078824043274,0.2,0.11,0.15,0.3,0.25
49,0.23,0.698,0.071,-0.9497,0.6611979166666666,0.4453125,0.9998466968536377,0.07,0.02,0.02,0.68,0.2
676,0.074,0.881,0.045,-0.9671,0.49490248226950356,0.18975722858701574,0.956150621175766,0.07,0.02,0.22,0.34,0.34
846,0.179,0.743,0.078,-0.9941,0.5081818181818182,0.45162878787878785,0.009328871965408325,0.02,0.17,0.23,0.21,0.38
484,0.131,0.742,0.127,-0.0516,0.4759656084656085,0.6163227513227513,0.9958003759384155,0.14,0.05,0.24,0.16,0.41
86,0.12,0.746,0.135,0.9396,0.5510912698412699,0.43941153697251256,0.018576323986053467,0.19,0.01,0.26,0.26,0.29
395,0.054,0.823,0.123,0.9742,0.6417742237186681,0.6708847736625515,0.031237095594406128,0.1,0.06,0.29,0.44,0.11
251,0.019,0.918,0.063,0.8879,0.5353373015873015,0.3978091060985798,0.000667572021484375,0.03,0.03,0.44,0.25,0.25
796,0.322,0.627,0.051,-0.9993,0.522751443001443,0.4857958152958153,0.003958582878112793,0.03,0.07,0.68,0.1,0.13
180,0.02,0.846,0.135,0.9968,0.5572472625413802,0.5980567580567581,0.9999873638153076,0.03,0.04,0.32,0.53,0.09
123,0.093,0.71,0.196,0.9714,0.5007902298850575,0.7204022988505747,0.999875396490097,0.3,0.04,0.19,0.33,0.15
917,0.098,0.763,0.139,0.7627,0.555787037037037,0.20648148148148152,0.9729909002780914,0.0,0.1,0.23,0.44,0.23
964,0.041,0.742,0.217,0.9982,0.5010765550239235,0.5979665071770338,0.8758834302425385,0.05,0.21,0.21,0.21,0.3
307,0.22,0.674,0.107,-0.9903,0.5030952380952382,0.5381721611721612,0.006764322519302368,0.08,0.08,0.23,0.53,0.08
913,0.185,0.619,0.196,-0.8246,0.7083333333333334,0.5,0.9997009038925171,0.67,0.11,0.11,0.11,0.0
179,0.061,0.794,0.145,0.9956,0.6224408222591362,0.5210963455149504,0.9998140335083008,0.04,0.02,0.08,0.73,0.15
803,0.031,0.54,0.428,0.999,0.7460416666666667,0.7845833333333335,0.999885767698288,0.42,0.04,0.13,0.07,0.35
711,0.015,0.944,0.04,0.3954,0.6916666666666667,0.6694444444444446,0.9999221563339233,0.07,0.07,0.4,0.3,0.17
385,0.035,0.734,0.232,0.9993,0.5957894921436588,0.3949284511784512,0.921656996011734,0.14,0.01,0.22,0.21,0.42
239,0.019,0.768,0.213,0.998,0.5325268817204301,0.3526881720430108,0.9580438137054443,0.09,0.07,0.33,0.24,0.27
216,0.142,0.765,0.093,-0.8572,0.45636574074074077,0.5902777777777778,0.01383066177368164,0.17,0.1,0.3,0.23,0.2
442,0.051,0.707,0.242,0.9991,0.6359350079744817,0.48194444444444445,0.997897207736969,0.17,0.08,0.18,0.45,0.11
169,0.025,0.797,0.178,0.9919,0.6626984126984127,0.6130511463844798,0.9820108711719513,0.16,0.02,0.25,0.27,0.3
597,0.069,0.817,0.113,0.9315,0.4694037444037444,0.47128612128612135,0.08420044183731079,0.07,0.05,0.1,0.5,0.28
793,0.068,0.793,0.139,0.9594,0.5748611111111112,0.4656944444444445,0.9955416917800903,0.15,0.05,0.33,0.42,0.05
356,0.11,0.773,0.117,0.7118,0.5423916361416361,0.5669413919413919,0.0017527639865875244,0.12,0.04,0.12,0.44,0.29
847,0.0,0.816,0.184,0.9924,0.5724867724867725,0.4048941798941799,0.9996078014373779,0.38,0.1,0.14,0.17,0.21
244,0.109,0.671,0.22,0.9963,0.5127801827801828,0.5590283790283792,0.985546201467514,0.1,0.03,0.3,0.16,0.41
749,0.119,0.674,0.208,0.986,0.38807832792207786,0.676598575036075,0.005341887474060059,0.25,0.02,0.39,0.31,0.03
175,0.054,0.814,0.132,0.9825,0.6002619047619047,0.30102380952380936,0.008231759071350098,0.12,0.0,0.38,0.29,0.21
665,0.052,0.851,0.097,0.6549,0.628015873015873,0.5649206349206349,0.9358994662761688,0.03,0.09,0.16,0.12,0.6
828,0.097,0.873,0.031,-0.9571,0.5971428571428572,0.6342857142857142,0.016314595937728882,0.5,0.0,0.0,0.0,0.5
852,0.055,0.824,0.122,0.9287,0.6036363636363636,0.43090909090909096,0.00595131516456604,0.0,0.65,0.1,0.17,0.07
563,0.107,0.778,0.115,0.8853,0.5140709529728085,0.4082857142857143,6.586313247680664e-05,0.05,0.02,0.25,0.42,0.27
327,0.026,0.898,0.076,0.9602,0.5004148629148629,0.4383477633477633,0.02778083086013794,0.01,0.02,0.03,0.23,0.71
892,0.049,0.861,0.09,0.9567,0.6391428571428571,0.564095238095238,0.9979855120182037,0.11,0.01,0.49,0.27,0.12
351,0.067,0.78,0.154,0.9805,0.5527777777777778,0.3983660130718955,0.9820836782455444,0.17,0.06,0.23,0.15,0.4
457,0.098,0.786,0.116,0.9062,0.5880434782608696,0.5632850241545894,0.9941361844539642,0.12,0.1,0.26,0.12,0.39
783,0.073,0.763,0.165,0.969,0.5693877551020408,0.5516326530612243,0.9737901389598846,0.0,0.05,0.2,0.12,0.63
347,0.094,0.758,0.147,0.9668,0.5274835407647908,0.37804834054834063,0.01251181960105896,0.05,0.09,0.33,0.28,0.26
306,0.006,0.759,0.236,0.9978,0.74,0.78,0.9936419129371643,0.29,0.0,0.36,0.17,0.17
585,0.148,0.759,0.093,-0.6524,0.647198275862069,0.43635057471264377,0.7621161639690399,0.17,0.03,0.36,0.28,0.17
115,0.045,0.955,0.0,-0.9382,0.5,0.0,0.9979109168052673,0,0,0,0,0
651,0.0,1.0,0.0,0.0,0.5,0.0,0.9994257092475891,0,0,0,0,0
391,0.067,0.869,0.064,-0.1447,0.5395337301587302,0.42837301587301585,8.296966552734375e-05,0.11,0.06,0.28,0.28,0.28
790,0.019,0.767,0.214,0.9982,0.6072519841269841,0.4281150793650794,0.001533806324005127,0.04,0.02,0.22,0.57,0.15
150,0.075,0.895,0.03,-0.8194,0.44495884773662553,0.6279835390946502,0.9991147816181183,0.0,0.22,0.44,0.11,0.22
337,0.038,0.794,0.169,0.9956,0.5575924798581049,0.4314228595478597,0.9984520971775055,0.02,0.09,0.3,0.12,0.47
807,0.145,0.596,0.259,0.9935,0.5975378787878788,0.4104377104377103,0.7558268010616302,0.13,0.13,0.47,0.16,0.11
830,0.009,0.991,0.0,-0.4871,0.5,0.0,0.24235129356384277,0.0,0.0,0.0,1.0,0.0
199,0.444,0.556,0.0,-0.9997,0.33602941176470547,0.49735294117647055,0.8664074838161469,0.0,0.0,0.0,0.0,1.0
142,0.169,0.71,0.121,-0.9873,0.5411898361495135,0.46944444444444455,0.9846960306167603,0.1,0.08,0.33,0.28,0.21
560,0.14,0.673,0.188,0.9785,0.4720052083333333,0.5174479166666667,0.016194701194763184,0.17,0.02,0.1,0.34,0.37
313,0.166,0.8,0.034,-0.9921,0.45213650793650795,0.6372507936507936,0.00027629733085632324,0.03,0.18,0.32,0.21,0.26
931,0.0,1.0,0.0,0.0,0.5,0.0,0.9859210252761841,0,0,0,0,0
573,0.005,0.767,0.228,0.999,0.6805316091954023,0.5712643678160918,0.9996083974838257,0.23,0.04,0.51,0.14,0.08
939,0.0,1.0,0.0,0.0,0.5,0.0,0.9968115985393524,0,0,0,0,0
73,0.108,0.813,0.079,-0.8928,0.5370314992025518,0.2984848484848484,0.009979963302612305,0.02,0.22,0.13,0.59,0.04
754,0.139,0.759,0.102,0.2481,0.42211700336700336,0.42769360269360257,0.0025638043880462646,0.06,0.5,0.17,0.24,0.04
58,0.105,0.783,0.112,-0.5751,0.5120701058201058,0.6111772486772488,0.0002499222755432129,0.06,0.2,0.32,0.13,0.29
5,0.262,0.648,0.09,-0.9991,0.4749368686868687,0.45037878787878793,0.00042563676834106445,0.09,0.19,0.24,0.23,0.24
483,0.044,0.785,0.171,0.9976,0.47882598304473306,0.5308851911976911,0.022153198719024658,0.05,0.12,0.21,0.3,0.3
364,0.035,0.861,0.104,0.9941,0.5393052780552781,0.32424825174825184,0.011667311191558838,0.13,0.04,0.39,0.27,0.18
903,0.093,0.599,0.308,0.9983,0.39945652173913043,0.5478260869565216,0.9991704821586609,0.37,0.27,0.08,0.14,0.14
96,0.091,0.826,0.083,-0.8275,0.5616688116688117,0.7288181038181037,0.7551501393318176,0.06,0.06,0.45,0.2,0.23
83,0.068,0.848,0.084,0.4599,0.5426092724479821,0.3522273425499232,0.9991552829742432,0.05,0.05,0.57,0.18,0.16
1,0.094,0.735,0.171,0.9802,0.5972504058441559,0.5047438672438672,0.034991562366485596,0.12,0.08,0.26,0.26,0.27
311,0.063,0.923,0.013,-0.9584,0.5,0.0,0.05698952078819275,0.08,0.0,0.0,0.0,0.92
371,0.5,0.484,0.017,-0.9998,0.4681818181818182,0.35909090909090907,0.9987861216068268,0.03,0.09,0.26,0.29,0.32
660,0.25,0.75,0.0,-0.976,0.5,0.0,0.9955521821975708,0.0,0.0,0.0,0.9,0.1
436,0.065,0.854,0.08,0.7663,0.5359768518518518,0.40178306878306874,0.0006393492221832275,0.05,0.06,0.65,0.12,0.12
590,0.195,0.642,0.163,-0.9856,0.4569805194805195,0.507900432900433,0.0022462010383605957,0.13,0.08,0.17,0.32,0.3
197,0.0,1.0,0.0,0.0,0.5,0.0,0.9995779991149902,0,0,0,0,0
477,0.061,0.878,0.061,-0.1997,0.5076785714285714,0.6024404761904762,0.999615490436554,0.09,0.18,0.23,0.27,0.23
569,0.097,0.744,0.159,0.9916,0.6200272817460317,0.51922123015873,0.9997131824493408,0.15,0.03,0.2,0.35,0.28
705,0.129,0.773,0.098,-0.2295,0.6017424242424243,0.6446969696969697,0.9958071708679199,0.19,0.11,0.22,0.33,0.15
614,0.109,0.88,0.011,-0.9558,0.5795454545454546,0.3136363636363636,0.07168367505073547,0.0,0.0,0.0,0.58,0.42
539,0.068,0.822,0.11,0.988,0.590952380952381,0.27722222222222215,0.7894155979156494,0.09,0.02,0.55,0.22,0.12
969,0.231,0.701,0.068,-0.9988,0.45788288288288287,0.6211711711711712,0.00016802549362182617,0.02,0.03,0.37,0.42,0.16
26,0.175,0.76,0.065,-0.9911,0.61,0.48833333333333356,0.011413902044296265,0.09,0.22,0.23,0.27,0.18
610,0.051,0.791,0.159,0.9965,0.5644040178571429,0.5166532738095233,0.9690315127372742,0.14,0.12,0.23,0.35,0.16
924,0.056,0.774,0.171,0.989,0.601,0.42199999999999993,0.9513840675354004,0.13,0.03,0.42,0.07,0.35
896,0.112,0.646,0.243,0.9931,0.5380102040816327,0.5627551020408164,0.0035400092601776123,0.22,0.0,0.4,0.29,0.09
565,0.039,0.924,0.037,-0.1531,0.5293269230769231,0.6211538461538461,0.9999526143074036,0.0,0.23,0.26,0.19,0.32
632,0.144,0.73,0.126,-0.507,0.5300501940588147,0.5753694581280788,0.9814375936985016,0.09,0.18,0.15,0.33,0.24
152,0.0,1.0,0.0,0.0,0.5,0.0,0.9991787970066071,0,0,0,0,0
224,0.157,0.74,0.104,-0.9927,0.5769593253968254,0.5306547619047619,0.0044987499713897705,0.1,0.12,0.18,0.38,0.22
928,0.068,0.833,0.099,0.9629,0.5675,0.5060714285714286,0.8348817527294159,0.18,0.05,0.23,0.32,0.22
184,0.104,0.759,0.137,0.9751,0.5032567987567987,0.5431309246309246,0.999517560005188,0.08,0.09,0.2,0.31,0.32
694,0.104,0.822,0.074,-0.9767,0.5233005521048999,0.4062629399585919,0.0002103745937347412,0.02,0.02,0.16,0.22,0.58
788,0.056,0.773,0.171,0.9948,0.5534544159544159,0.5477920227920228,0.9948843121528625,0.23,0.16,0.42,0.08,0.11
309,0.123,0.801,0.076,-0.9891,0.514375,0.50625,0.2200772762298584,0.04,0.05,0.32,0.17,0.42
540,0.169,0.698,0.133,-0.9855,0.4253262039278988,0.5382701103040082,0.00509604811668396,0.04,0.05,0.19,0.22,0.5
388,0.04,0.817,0.143,0.9955,0.5956803902116402,0.5807126322751324,0.9891896843910217,0.08,0.04,0.2,0.42,0.26
455,0.023,0.808,0.169,0.9959,0.6258333333333334,0.5916666666666666,0.9569149613380432,0.5,0.03,0.22,0.03,0.22
698,0.112,0.764,0.123,0.7271,0.4821231617647059,0.4865604575163398,7.396936416625977e-05,0.02,0.06,0.15,0.32,0.45
993,0.031,0.952,0.018,-0.5821,0.65,0.3875,0.9817334711551666,0.0,0.4,0.17,0.28,0.15
439,0.106,0.759,0.135,0.6312,0.424774531024531,0.5555735930735931,0.002810150384902954,0.09,0.23,0.06,0.03,0.6
424,0.027,0.76,0.213,0.9967,0.5839646464646464,0.46388888888888885,0.9874659180641174,0.12,0.0,0.21,0.33,0.33
774,0.033,0.867,0.1,0.9737,0.5055750962000962,0.3563732563732561,0.002128392457962036,0.14,0.27,0.27,0.14,0.18
460,0.07,0.598,0.332,0.9992,0.7016889276035618,0.5991773132017038,0.9999515414237976,0.43,0.03,0.18,0.26,0.1
368,0.08,0.802,0.119,0.9775,0.5300577200577201,0.49813943001443006,0.011380195617675781,0.02,0.06,0.22,0.27,0.42
46,0.026,0.829,0.146,0.9952,0.549074074074074,0.5537037037037037,0.9998968541622162,0.03,0.05,0.38,0.23,0.32
936,0.085,0.753,0.161,0.9971,0.5415770609318996,0.5356630824372762,0.9651312232017517,0.07,0.22,0.42,0.21,0.09
348,0.064,0.724,0.212,0.9944,0.4775118203309693,0.42742316784869966,0.8375814259052277,0.2,0.07,0.27,0.22,0.25
925,0.049,0.803,0.149,0.9819,0.5635582173082173,0.4245581295581296,0.9974547922611237,0.14,0.02,0.27,0.31,0.25
759,0.0,1.0,0.0,0.0,0.5,0.0,0.9907390475273132,0,0,0,0,0
686,0.175,0.725,0.1,-0.9765,0.5287037037037037,0.32191358024691363,0.8063323795795441,0.0,0.1,0.23,0.17,0.5
858,0.041,0.848,0.111,0.8039,0.4619047619047619,0.4976190476190476,0.9999118149280548,0.08,0.25,0.04,0.25,0.38
75,0.078,0.896,0.026,-0.837,0.4285300925925926,0.34224537037037034,0.7610684931278229,0.0,0.23,0.12,0.35,0.31
493,0.0,1.0,0.0,0.0,0.5,0.0,0.9948331713676453,0,0,0,0,0
697,0.088,0.873,0.039,-0.9788,0.5672670454545454,0.3494053030303031,0.04464244842529297,0.0,0.07,0.15,0.42,0.35
514,0.096,0.823,0.081,-0.3049,0.6351307189542483,0.6316993464052288,0.9993875324726105,0.1,0.1,0.14,0.52,0.14
434,0.191,0.719,0.09,-0.954,0.49030897207367796,0.47856209150326795,0.01527327299118042,0.07,0.15,0.15,0.44,0.19
196,0.0,0.927,0.073,0.9542,0.35944444444444446,0.6077777777777778,0.056662291288375854,0.0,0.0,1.0,0.0,0.0
647,0.074,0.672,0.254,0.9966,0.5425154320987654,0.5487654320987654,0.09952917695045471,0.14,0.02,0.27,0.27,0.3
305,0.109,0.683,0.208,0.9965,0.6969367588932807,0.5462450592885374,0.9997643828392029,0.29,0.0,0.16,0.27,0.27
472,0.031,0.842,0.127,0.9818,0.5624401913875599,0.3657894736842105,0.9878242313861847,0.11,0.02,0.48,0.35,0.05
109,0.067,0.671,0.262,0.9986,0.6429140848258494,0.5099319525790116,0.11300498247146606,0.28,0.06,0.23,0.2,0.23
601,0.019,0.927,0.053,0.8885,0.5727397602397603,0.5227522477522477,0.9952305257320404,0.17,0.01,0.53,0.14,0.15
602,0.099,0.694,0.208,0.9891,0.6763888888888889,0.6805555555555555,0.8344569802284241,0.34,0.06,0.11,0.26,0.23
421,0.081,0.795,0.125,0.9385,0.5962145808736717,0.6796340023612749,0.008317023515701294,0.09,0.06,0.46,0.11,0.29
773,0.163,0.752,0.085,-0.9613,0.40183654729109275,0.6840909090909092,0.8219199478626251,0.03,0.1,0.17,0.52,0.18
87,0.047,0.936,0.017,-0.7184,0.5244423558897243,0.31941102756892226,0.9994196593761444,0.04,0.06,0.08,0.56,0.26
57,0.161,0.727,0.112,-0.9939,0.5241535437187611,0.2234900767509464,0.06438085436820984,0.05,0.08,0.26,0.38,0.22
157,0.144,0.697,0.159,0.9185,0.7667701863354036,0.6099378881987577,0.9937300086021423,0.25,0.01,0.52,0.1,0.11
703,0.165,0.627,0.209,0.7906,0.552422480620155,0.6079457364341089,0.0013932883739471436,0.04,0.01,0.22,0.49,0.23
784,0.078,0.792,0.13,0.9633,0.556610275689223,0.5031850459482039,0.004770040512084961,0.0,0.15,0.32,0.11,0.43
550,0.139,0.707,0.155,0.9022,0.43742651381540265,0.4778365667254557,0.9947847723960876,0.09,0.08,0.24,0.35,0.23
79,0.0,1.0,0.0,0.0,0.5,0.0,0.9999511241912842,0,0,0,0,0
174,0.088,0.763,0.149,0.9944,0.5225694444444444,0.5103174603174603,0.047370731830596924,0.13,0.11,0.27,0.33,0.16
98,0.042,0.705,0.253,0.9984,0.6749999999999999,0.6045454545454546,0.9910020530223846,0.35,0.02,0.26,0.26,0.11
381,0.03,0.893,0.077,0.9217,0.4532407407407407,0.4296296296296296,0.02564176917076111,0.0,0.5,0.07,0.29,0.14
304,0.154,0.768,0.078,-0.9687,0.5628205128205128,0.6160256410256412,0.8802756667137146,0.11,0.05,0.44,0.3,0.1
297,0.015,0.821,0.164,0.9929,0.5378205128205128,0.36666666666666664,0.9824030995368958,0.09,0.02,0.56,0.04,0.29
205,0.13,0.728,0.142,0.7715,0.5306891025641026,0.5064102564102563,0.006736665964126587,0.15,0.18,0.22,0.29,0.16
50,0.0,1.0,0.0,0.0,0.35,0.6,0.02473241090774536,0.0,0.0,0.0,1.0,0.0
629,0.078,0.834,0.088,0.8646,0.4931353856646825,0.43705357142857143,0.9880274534225464,0.03,0.1,0.42,0.25,0.2
6,0.222,0.751,0.027,-0.9987,0.47456194599051743,0.39006905792620084,0.005729585886001587,0.05,0.0,0.29,0.38,0.29
21,0.0,1.0,0.0,0.0,0.5,0.0,0.9997958242893219,0,0,0,0,0
549,0.151,0.745,0.105,-0.9851,0.48585832817975677,0.4521413110698824,0.0032949745655059814,0.04,0.06,0.31,0.4,0.19
35,0.051,0.638,0.31,0.9968,0.5720052083333333,0.6679687499999999,0.9997237026691437,0.16,0.02,0.04,0.62,0.16
236,0.072,0.904,0.025,-0.8573,0.5166666666666667,0.13749999999999998,0.9941495060920715,0.0,0.07,0.43,0.29,0.21
626,0.069,0.749,0.182,0.9949,0.5904912573181804,0.43086471932625786,0.9998782575130463,0.19,0.15,0.34,0.11,0.21
864,0.088,0.819,0.092,-0.3261,0.5349904467960024,0.3572383891828337,0.9242013096809387,0.04,0.06,0.28,0.3,0.32
967,0.054,0.854,0.092,0.9637,0.5396412037037037,0.38009259259259265,0.8902848958969116,0.05,0.06,0.52,0.23,0.14
952,0.146,0.726,0.128,-0.9585,0.518346590909091,0.39972727272727276,0.00019863247871398926,0.04,0.04,0.5,0.24,0.19
